Input Data,,,,,,Failure prediction,,
Project Id,total_duration,actual_prize,num_open_tasks,avg_similarity,task_failure_probability,today,tomorrow,day after tomorrow
30039408,4.000694444,1500,50,0.868739486,0.285714286,0.822024156,0.859656454,0.839820856
30039420,6.045138889,800,23,0.678141525,0.75,0.851302883,0.776159749,0.829465312
30039421,6.003472222,1200,30,0.691751894,0.4,0.83406325,0.885839992,0.945929863
30039423,4.003472222,600,30,0.862512417,0.894736842,0.868768013,0.771720767,0.963654673
30039424,3.003472222,1500,27,0.939917847,0.5,0.877389578,0.837139456,0.835785719
30039426,6.003472222,1408,30,0.693604662,0.666666667,0.879855416,0.861358035,0.841645834
30039427,7.045138889,0,32,0.934570896,1,0.537904492,0.852263403,0.924929416
30039435,5.003472222,800,30,0.90674152,0.888888889,0.763869561,0.811013349,0.967460896
30039452,1.003472222,450,33,0.793461917,0.8,0.882415653,0.859519856,0.784639574
30039454,0.950694444,250,33,0.849726852,0.833333333,0.86196451,0.829761826,0.869243199
30039456,1.645138889,200,33,0.795290521,0.866666667,0.792306497,0.9123755,0.960661263
30039457,6.003472222,2100,33,0.768994773,1,0.643209824,0.808437935,0.809279231
30039459,5.045138889,0,29,0.726536751,0.857142857,0.788941563,0.889404507,0.839718717
30039461,5.045138889,750,27,0.631866133,1,0.830101211,0.810609264,0.94809154
30039465,5.003472222,0,23,0.651651815,0.769230769,0.924638914,0.854797965,0.839122199
30039482,5.045138889,500,26,0.790956515,0.857142857,0.618064183,0.808844164,0.829165695
30039490,5.045138889,0,26,0.732527315,0.833333333,0.689181097,0.858961899,0.807638613
30039491,7.002083333,1500,32,0.937528559,0.722222222,0.960945015,0.937832658,1.011337068
30039492,5.045138889,950,26,0.875863051,0.833333333,0.866582134,0.907438776,0.913565728
30039493,4.691666667,0,30,0.863250109,0.714285714,0.843457573,0.874939535,0.850848635
30039494,7.045138889,1400,27,0.674067713,0.857142857,0.767868306,0.913340314,0.867574246
30039495,5.045138889,900,27,0.582067541,0.5,0.793416811,0.887535094,0.740230604
30039496,3.227777778,500,29,0.909809594,0.888888889,0.814270442,0.881606335,0.857842657
30039497,8.045138889,1400,26,0.815295119,0.857142857,0.722727894,0.790065231,0.844414066
30039499,2.999305556,250,32,0.898414073,0.944444444,0.890535941,0.867224337,0.769431376
30039502,0.886111111,100,27,0.716475143,0.666666667,0.924204295,0.964936239,0.69321771
30039504,1.615277778,100,27,0.878840347,0.5,0.90789273,0.800860959,0.770363158
30039505,2.003472222,0,29,0.928634053,0.666666667,0.808346217,0.816565157,0.844074509
30039507,5.003472222,2000,80,0.90546225,0.5,0.73467676,0.766654847,0.757605787
30039508,2.003472222,0,29,0.910402087,0.666666667,0.741216195,0.789497032,0.793136323
30039509,0.411805556,200,29,0.776581815,0.882352941,0.732552837,0.800671178,0.729681265
30039512,7.045138889,1400,32,0.750965598,0.666666667,0.951377766,0.898023284,0.808428178
30039513,8.002777778,1700,34,0.806653261,0.666666667,0.821545269,0.940299742,0.764298328
30039514,21.51944444,0,32,0.865676186,0.733333333,0.818779981,0.835860571,0.873081623
30039515,6.078472222,1000,32,0.694996929,0.857142857,0.950445152,1.033500175,0.852367244
30039516,5.045138889,1200,29,0.681050751,0.695652174,0.71338157,0.818393222,0.840459228
30039518,6.082638889,570,32,0.727017677,0.714285714,0.953217813,0.808475525,0.877222545
30039519,5.002777778,800,27,0.902849331,0.8,0.90770859,0.944545323,0.74257242
30039520,2.290972222,300,38,0.853270684,0.6,0.961641075,0.860815495,0.847149951
30039521,2,300,38,0.853270684,0.4375,0.920792681,0.896374099,0.865346069
30039524,4.53125,600,27,0.778948758,0.636363636,0.862904032,0.848423985,0.785977403
30039525,3.045138889,1500,32,0.82966889,0.925925926,0.829350798,0.861101077,0.792692692
30039527,6.044444444,1250,32,0.842161965,0.941176471,0.971184409,0.880834253,0.827667758
30039530,17.10486111,0,27,0.887917772,0.875,0.856648095,1.017697015,0.75041765
30039531,1.220138889,150,34,0.831681172,0.826086957,0.842279591,0.784858824,0.812805595
30039533,1.003472222,450,34,0.834893108,0.5,0.89444867,0.925488268,0.921960837
30039535,6.003472222,1500,34,0.698737825,0.933333333,0.964601315,0.971867962,0.756976824
30039536,2.088194444,300,34,0.725085503,0.8,0.663722442,0.91129547,0.811627004
30039545,1.204861111,300,34,0.725085503,0.916666667,0.712212961,0.935275126,0.877174014
30039546,0.988194444,150,34,0.72568494,0.857142857,0.895859141,0.776490815,0.788763301
30039547,5.503472222,150,27,0.701505321,0.947368421,0.677631863,0.88333786,0.813389815
30039548,3.534027778,300,34,0.74273533,0.666666667,0.902281108,0.930925693,0.809042236
30039550,6.470833333,2750,34,0.843238332,0.733333333,0.735686626,0.832540427,0.763648686
30039551,5.003472222,1500,27,0.739519427,0.882352941,0.673213165,0.742604352,0.938060136
30039552,4.998611111,1200,27,0.817959375,0.8,0.636539823,0.861894513,0.903922615
30039553,2.970138889,500,27,0.753145751,0.9,0.912247295,0.812241094,0.89290436
30039554,5.999305556,1000,23,0.677389551,1,0.832126198,0.950581672,1.014568079
30039558,4.999305556,0,106,0.770200682,0.863636364,0.783965749,0.972107865,0.803767697
30039559,5.999305556,0,82,0.787854216,0.894736842,0.883770301,0.898588969,0.907539055
30039560,6.378472222,1200,30,0.751488962,0.666666667,0.787006761,0.849661248,0.681534938
30039561,17.62361111,500,27,0.856334714,0.875,0.831446111,0.880614567,0.78552705
30039562,5,1820,30,0.910800853,1,0.885544869,0.898389235,0.827702812
30039567,2.998611111,0,27,0.781890116,0.777777778,0.789763184,0.773883783,0.916014313
30039568,4.083333333,1000,30,0.75070433,0.666666667,0.837293763,0.923477749,0.876439769
30039569,1,375,30,0.937844674,0.5,0.768844989,0.91797156,0.764286135
30039570,5.003472222,0,27,0.737475083,0.8,0.806882922,0.799891849,0.903314451
30039571,0.396527778,250,27,0.811031766,0.909090909,0.915097852,0.795918271,0.835965336
30039572,2.003472222,275,36,0.926105492,0.789473684,0.761591358,0.876481981,0.95455075
30039573,4.002777778,600,29,0.933848662,0.8,0.857354619,0.817747486,0.902532121
30039575,8.125,0,37,0.957751079,0.777777778,0.693411378,0.987813839,0.949338782
30039580,5,1800,29,0.707545748,0.6,0.879237243,0.823539763,0.870617949
30039582,2.877083333,100,29,0.66211769,0.625,0.669218592,0.787178844,0.796622042
30039585,5,1050,29,0.690929942,0.8,0.858895443,0.79667034,0.812229294
30039586,2.988194444,200,32,0.861834342,0.888888889,0.95073553,0.893737953,0.777330509
30039588,1.29375,200,32,0.704440527,1,0.937432138,0.907870863,0.830307473
30039589,0.997222222,60,32,0.705687899,0.857142857,0.868783503,0.891114138,0.802016252
30039590,2.003472222,450,29,0.785188285,0.875,0.779890836,0.747937518,0.841405968
30039596,1.003472222,450,29,0.791652261,0.913043478,0.905443987,0.804944627,0.784570817
30039597,4.999305556,900,23,0.747490223,1,0.815971912,0.857509536,0.874590049
30039598,5,900,23,0.747490223,0.8,0.735389896,0.907129921,0.899033157
30039599,4.391666667,200,29,0.778067047,0.85,0.718228172,0.762963091,0.862477583
30040470,1.003472222,375,22,0.933786238,0.636363636,0.749287131,0.871441504,0.990848267
30040471,5.291666667,3000,23,0.894317508,0.75,0.787600724,1.00482494,0.96501862
30040472,5.003472222,2250,23,0.926046873,0.9375,0.844717032,0.862166975,0.902653869
30040474,0.567361111,150,22,0.7078426,0.375,0.695306452,0.867865951,0.826817811
30040475,3.998611111,1100,23,0.89698169,1,0.91370056,0.680908399,0.784997084
30040486,5,1800,23,0.756466515,0.923076923,0.832285895,0.821799789,0.710222328
30040487,3.052777778,1200,23,0.884171838,0.842105263,0.816588168,0.939588983,0.864899098
30040488,5,1000,23,0.961313879,0.75,0.852227007,0.901207947,0.863243449
30040489,4.998611111,0,23,0.841638606,0.75,0.71991868,0.893749994,0.930609564
30040511,1.999305556,750,23,0.79500304,0.928571429,0.936193261,0.904807098,0.69800399
30040681,2.503472222,600,23,0.794288616,0.666666667,0.880520242,0.769239085,0.96915202
30040682,0.351388889,100,23,0.648971513,0.666666667,0.832979263,0.728885083,0.745631428
30040688,2.945138889,60,23,0.840590673,0.75,0.970575589,0.820317368,0.719098711
30040689,8.752777778,1500,38,0.875746837,0.939393939,0.758905865,0.881848646,0.810856749
30040700,0.189583333,75,23,0.681419882,0.6,0.682136546,0.947042665,0.926168073
30040701,4.999305556,1200,23,0.775660565,1,0.58146516,0.833097034,0.828824541
30040702,5,0,30,0.812632637,0.95,0.783898029,0.958659097,0.893850473
30040703,0.725694444,100,23,0.681566713,0.75,0.792498777,0.823723334,0.932905694
30040704,5,900,33,0.801019942,0.666666667,0.801937416,0.744033241,1.002440154
30040705,5,1800,23,0.873214104,0.727272727,0.754753296,0.826158899,0.871262626
30040706,5.666666667,1500,30,0.866204297,0.923076923,0.824154731,0.861136067,0.804225804
30040713,6.003472222,1500,30,0.750304884,0.5,0.917965093,0.85974013,0.699853433
30040714,7.279861111,300,30,0.793476275,0.818181818,0.706070107,0.869662398,0.886184697
30040800,2.999305556,250,30,0.694792893,1,0.916225011,0.844455801,0.796521123
30040803,3.583333333,0,30,0.704913581,0.941176471,0.775506836,0.81940875,0.773708075
30040805,5.003472222,1600,80,0.966040268,0.75,0.765386194,0.874534007,0.854698312
30040808,3.004166667,800,74,0.929231749,1,0.839810204,0.835418678,0.889424793
30040809,3,600,38,0.765793837,0.857142857,0.99229937,0.848372135,0.7848529
30040810,3.998611111,300,30,0.895956503,0.75,0.616667806,0.810437178,1.059875795
30040811,5,760,38,0.816755757,0.909090909,0.650070207,0.993682978,0.83506699
30040812,7.003472222,1800,39,0.678999575,0.85,0.717728862,0.870155707,0.820284253
30040813,4.999305556,2100,38,0.825174985,0.333333333,0.832041673,0.826830346,0.911558385
30040814,4,500,38,0.801623852,0.8,0.840853031,0.926936062,0.825566732
30040823,1.577083333,50,30,0.701561478,0.75,0.698838692,0.876152829,0.826119467
30040824,0.983333333,100,30,0.701479575,0.5,0.713587508,0.766252334,0.91325796
30040825,7.003472222,2250,43,0.789109013,0.875,0.869382638,0.803077313,0.798452693
30040826,5,1050,43,0.906214178,1,0.929263974,0.769609549,1.003332051
30040827,5,1000,33,0.806341624,0.92,0.838672463,0.921222776,0.865946789
30040831,5.003472222,1600,37,0.914799013,0.818181818,0.639598426,0.812626058,0.859987919
30040833,3.25,350,38,0.882738807,0.923076923,0.676883566,0.85014047,1.062671341
30040834,5.130555556,550,38,0.886162576,0.75,0.886605901,0.910031451,0.870303775
30040837,5.119444444,0,38,0.886162576,0.5,0.885157336,0.816779696,0.870121425
30040838,5.11875,550,38,0.886162576,1,0.925749331,0.849904583,0.874512932
30040839,3.821527778,1200,38,0.898815847,0.777777778,0.81373586,0.72426933,0.809559209
30040854,5.290277778,900,43,0.87398172,0.5,0.795994568,0.887947282,0.861337018
