Input Data,,,,,,Failure prediction,,
Project Id,total_duration,actual_prize,num_open_tasks,avg_similarity,task_failure_probability,today,tomorrow,day after tomorrow
30041574,7.003472222,1700,74,0.950147139,0.8,0.997554611,0.928492759,0.790983936
30041576,5,1800,51,0.914743014,0.947368421,0.69530488,0.812217889,0.818021493
30041577,6,1400,60,0.93809201,0.964285714,0.907724254,0.788356946,0.890410068
30041578,5.291666667,1000,60,0.946261498,0.5,0.867908674,0.931637594,0.873620686
30041579,14.03125,200,60,0.772660655,0.772727273,0.928273878,0.866331609,0.785932002
30041580,3.255555556,600,68,0.575766861,0.9375,0.874833943,0.841214821,0.893542187
30041581,3.0625,200,60,0.753746343,0.538461538,0.729163757,0.845114277,0.905565664
30041582,1.918055556,100,60,0.750338294,0.333333333,0.930533934,0.858526116,0.967596907
30041584,6,1500,60,0.908840008,0.9,0.833323143,0.901253502,0.813696349
30041585,4.003472222,800,81,0.868530001,1,0.864976336,0.806034568,0.918402054
30041602,5.003472222,2100,60,0.963924831,0.75,0.934119376,0.928206241,0.844923522
30041604,18.68194444,250,60,0.772508377,0.75,0.593130076,0.827296247,0.925329961
30041605,7.003472222,0,69,0.955228753,1,0.835847397,0.890486264,0.899014415
30041606,5.146527778,100,68,0.595656488,0.5,0.903585532,0.813796623,0.876588677
30041607,4.003472222,550,68,0.935846942,0.947368421,0.775010102,0.775206544,0.870344236
30041608,0.844444444,150,68,0.71451856,0.6,0.921625361,0.866542476,0.711215662
30041610,1.078472222,20,68,0.725839619,0.916666667,0.759994555,0.799284214,0.840034395
30041611,0.914583333,200,68,0.640847647,0.434782609,0.775048468,0.769569159,0.748865659
30041612,0.902777778,60,68,0.675412029,0.2,0.950095975,0.812375484,0.809600899
30041614,0.902777778,150,68,0.640911221,0.904761905,0.90546199,0.847360294,0.8751238
30041615,3.704861111,0,68,0.511269678,0.947368421,0.607653317,0.823485802,0.830783168
30041618,1.764583333,250,68,0.640792255,1,0.856506872,0.8538329,0.826910806
30041622,3.697222222,350,68,0.64070609,0.75,0.710054798,0.924469605,0.874780494
30041623,9.927083333,300,68,0.67505312,0.5,0.778153025,0.909262307,0.956637805
30041624,9.902083333,60,68,0.675412029,1,0.820905801,0.895517055,0.863942897
30041626,5,1600,60,0.945923598,0.625,0.817510879,0.856513155,0.754230764
30041627,8.054166667,20,60,0.657981499,0.92,0.798141339,0.803115262,0.852561275
30041628,5,2100,60,0.847665812,1,0.959704666,0.86647344,0.904469487
30041629,6,1600,90,0.713540804,0.95,0.785277202,0.778331401,0.75942061
30041644,10.17013889,250,60,0.889524305,0.964285714,0.946446255,0.638442952,0.882333556
30041645,2,300,60,0.782105752,1,0.773379305,0.823096332,0.866438628
30041647,5,0,58,0.834069802,0.666666667,0.719002502,0.923590153,0.932842597
30041648,3.022222222,200,58,0.879053006,0.9,0.695858279,0.783019629,0.764930161
30041649,0.675694444,30,58,0.685089069,0.875,0.818271586,0.897899269,0.737392879
30041650,5.608333333,120,58,0.684778689,0.666666667,0.857082767,0.824375183,0.742249389
30041651,0.10625,40,58,0.685052082,0.857142857,0.903064729,0.779680269,0.868448438
30041652,7.803472222,150,58,0.684686504,0.4,0.796944699,0.859026418,0.885660225
30041654,4.999305556,1950,58,0.902301743,0.333333333,0.868273359,0.789642825,0.838480953
30041661,5,1400,67,0.80902479,0.990654206,0.865818313,0.870395042,0.728364157
30041663,3,0,58,0.615836488,0.971428571,0.801430881,0.766261821,0.834442013
30041667,1.458333333,500,58,0.797246854,0.5,0.869342559,0.854030778,0.753821076
30041668,5,1200,63,0.871393278,0.842105263,0.907414126,0.815291762,0.830736859
30041669,5,1400,74,0.879144606,0.714285714,0.542554726,0.805871729,0.905171491
30041670,3.000694444,600,52,0.782875022,0.5,0.631942275,0.905613597,0.748097373
30041671,5.999305556,0,69,0.939092843,0.875,0.845760322,0.751971772,0.959032988
30041673,3.5625,100,74,0.565748073,0.75,0.911477867,0.830661123,0.775359646
30041674,6.457638889,1000,74,0.763017592,0.666666667,0.966227139,0.812658576,0.87783344
30041675,4.936805556,200,74,0.660636706,0.923076923,0.788502158,0.83087527,0.877626814
30041676,1.868055556,200,74,0.896676967,0.727272727,0.940637793,0.936830341,0.942429956
30041677,4,1125,81,0.803457934,1,0.816942341,0.826517827,0.739318906
30041678,6.225694444,40,74,0.745700733,0.714285714,0.895652405,0.818889145,0.897091505
30041679,48.44583333,1000,74,0.841951936,0.444444444,0.850390267,0.802055466,0.875540758
30041681,0.964583333,40,74,0.602398717,0.823529412,0.882796041,0.755556154,0.728009638
30041684,0.961805556,40,74,0.602398717,0.5,0.764621605,0.728700438,0.830271699
30041685,1.868055556,100,74,0.745561705,0.714285714,0.792209038,0.891675653,0.901503063
30041686,0.907638889,100,74,0.745561705,0.823529412,0.842382795,0.910963762,0.87303648
30041690,6.122222222,100,74,0.745561705,0.75,0.889410947,0.917613917,0.727193685
30041691,1.833333333,60,74,0.745655201,0.9,0.800379277,0.951940894,0.841743652
30041692,1.811805556,40,74,0.745700733,0.866666667,0.785004051,0.814991318,0.748344998
30041694,17.05138889,200,74,0.745313871,0.8,0.934290814,0.858984215,0.828436696
30041695,5.968055556,60,74,0.745655201,0.857142857,0.764236544,0.821490649,0.768155619
30041696,1.769444444,40,74,0.745700733,0.666666667,0.775501537,0.891388052,0.800760182
30041697,2.876388889,50,74,0.745678068,0.666666667,0.978380166,0.910677383,0.828726159
30041698,7,2700,74,0.82006319,0.5,0.985640292,0.790021494,0.840235478
30041699,5,0,67,0.723917693,0.625,0.692367174,0.930743335,0.934895959
30041700,5,0,67,0.941690911,0.970588235,0.881153498,0.735281296,0.893582108
30041701,7,2700,89,0.798538831,0.6,0.833741048,0.969491043,0.926624673
30041702,5.0375,1250,69,0.915851796,0.941176471,1.092360803,0.922931737,0.863392392
30041704,8.003472222,2500,81,0.790772688,0.714285714,0.889875205,0.828687906,0.835021318
30041705,6,0,81,0.755463753,0.75,0.845590459,0.827725189,0.796155715
30041706,8,4050,89,0.795342496,0.5,0.914947336,0.828863684,0.916159344
30041707,7.125,1100,69,0.972670353,1,0.709258811,0.872716738,0.680759213
30041708,5.039583333,1500,69,0.946594661,0.777777778,0.932460748,0.879018746,0.800786185
30041709,5.0375,1000,69,0.946594661,0.916666667,0.811561863,0.785453856,0.776436499
30041712,3.895138889,200,69,0.783048526,1,0.808956159,0.90714005,0.793063139
30041715,4,1200,107,0.910424807,0.888888889,1.070257828,0.817998556,0.832878841
30041716,5.999305556,0,73,0.881861052,0.8,0.906025171,0.712543915,0.635942762
30041717,4.997222222,3000,81,0.939904042,0.25,0.87135549,0.789601785,0.712069102
30041718,9.574305556,2550,89,0.813902468,0.75,0.879616539,0.911420397,0.857264475
30041720,4.873611111,150,69,0.793872328,0.8,0.861769482,0.858677076,0.771654442
30041721,3.971527778,100,69,0.794035045,0.9,0.736714176,0.862455597,0.817231941
30041722,7.761805556,500,69,0.782937702,0.888888889,0.989246892,0.766783478,0.740119721
30041723,5.836805556,200,69,0.793700342,1,0.935488931,0.987236315,0.825158456
30041724,8.78125,250,69,0.793519125,0.5,0.673431174,0.935941291,0.895875855
30041726,1.828472222,100,69,0.794035045,1,0.896799932,0.829107786,0.875848166
30041727,4,1200,81,0.956595679,0.925925926,0.901673974,0.969490821,0.838604963
30041728,4,800,90,0.927734148,0.666666667,0.72027035,0.824476753,0.793738521
30041729,5,1595,47,0.887197509,0.666666667,0.885627708,0.761020903,0.872236372
30041731,5,2100,59,0.928128074,0.666666667,0.781908094,0.861185884,0.806093678
30041733,4.999305556,500,81,0.933895073,0.666666667,0.838107127,0.96690129,0.872328491
30041734,3,0,81,0.900504331,1,0.795497702,0.85279664,0.788729567
30041735,4.999305556,1000,81,0.934896082,0.882352941,0.784860124,0.875134227,0.826619027
30041736,4,900,89,0.913158269,0.5,0.794785336,0.825965304,0.804458279
30041737,5,1500,95,0.790829255,0.888888889,0.773340547,0.720864538,0.850347803
30041738,0.622916667,75,81,0.656910968,0.5,0.807426273,0.887076547,0.737525161
30041739,5,0,107,0.949080426,0.75,0.781914347,0.941335014,0.819737254
30041740,4.999305556,1200,79,0.945468206,0.5,0.699315075,0.950639588,0.894816282
30041741,6,0,96,0.896554312,0.92,0.912809848,0.874487446,0.862813748
30041744,0.922916667,200,81,0.704302385,0.75,0.994969892,0.958984033,0.970482673
30041745,0.875,150,81,0.704414631,0.666666667,0.760076592,0.82915282,0.956629198
30041746,0.865972222,60,81,0.704630992,0.888888889,0.685448137,0.775470588,0.75726926
30041749,0.882638889,100,81,0.704532569,0.9,0.735383991,0.840660114,0.761490319
30041751,0.901388889,80,81,0.704581329,0.909090909,0.849147982,0.889979683,0.594999184
30041752,0.899305556,100,81,0.704532569,0.5,0.963863618,0.843850324,0.85286566
30041754,0.807638889,80,81,0.756724959,0.933333333,0.86217768,0.909051732,0.844127733
30041755,3.139583333,100,81,0.704532569,1,0.73740413,0.801438069,0.882025875
30041756,1.856944444,50,81,0.70465616,0.9,0.86167554,0.858208719,0.987914287
30041757,7,2250,89,0.866979567,0.8,1.021292933,0.826364119,0.751083167
30041758,8.372916667,1800,89,0.957200784,0.947368421,0.991372072,0.967323362,0.926438895
30041759,3.7875,300,89,0.836459457,1,0.886944179,0.972102136,0.779043507
30041760,10.12569444,300,89,0.885332111,0.5,0.754057396,0.81649333,0.869147732
30041761,4,1500,89,0.934849271,1,0.730607919,0.833248554,0.833632389
30041762,4,1000,89,0.934849271,0.941176471,0.743474246,0.71778856,0.793899968
30041763,4.040277778,1500,89,0.934849271,0.888888889,0.826944648,0.880453026,0.98689962
30041764,38.00902778,400,89,0.842229299,0.96,0.873629714,0.974223223,0.882342833
30041765,2.90625,100,89,0.91116581,0.904761905,0.970076979,0.863106625,0.831212752
30041766,2.0375,50,89,0.813843806,0.882352941,0.794363307,0.948463076,0.826170826
30041767,2.029861111,40,89,0.813882022,0.75,0.726389516,0.88798593,0.978865999
30041768,0.892361111,40,89,0.813882022,0.666666667,0.782826805,0.91025008,0.936473601
30041769,10.82083333,300,89,0.812805632,0.5,0.906012126,0.784327803,0.773611023
30041771,0.8875,50,89,0.813843806,0.75,0.949441196,0.784434367,0.788995758
30041772,0.918055556,75,89,0.724628431,0.875,0.713793612,0.83463343,0.837105985
30041774,13.04583333,150,89,0.72438728,0.9375,0.834797201,0.846768438,0.78088775
30041775,1.989583333,0,89,0.962639913,0.789473684,0.81160917,0.843677515,0.965850709
30041778,29.99930556,0,89,0.782398465,0.25,0.817146242,0.816608469,0.801504335
30041779,16.22013889,1000,95,0.760685918,0.4,0.970371698,0.77530558,0.733705606
30041781,2.904861111,100,95,0.762354393,0.909090909,0.759757332,0.673815102,0.959225607
30041782,1.207638889,120,95,0.762297938,0.777777778,0.926056192,0.81681898,0.807250956
30041784,1.105555556,75,95,0.762424943,0.75,0.891242724,0.911533496,0.971871667
30041785,2.83125,75,95,0.762424943,0.916666667,0.803366139,1.072359891,0.867318543
30041787,8.346527778,200,75,0.793671542,0.857142857,0.920290661,0.75464316,1.041567019
30041788,1.918055556,150,90,0.875375907,0.333333333,0.94380367,0.789895572,0.779094008
30041789,0.636111111,100,75,0.774204391,1,0.785187965,0.868475728,0.824718883
30041790,9.859722222,150,90,0.908126815,1,0.876891514,0.848522306,0.702327535
30041791,3.999305556,1000,85,0.892772042,0.964285714,0.822327526,0.715600109,0.748195736
30041792,5,1300,85,0.953823916,1,0.888285664,0.905668211,0.787882059
30041793,4,0,85,0.939023998,0.666666667,0.824298118,0.921683621,0.769189194
30041794,1.714583333,200,85,0.654373567,0.882352941,0.845453056,0.872604451,0.907330912
30041795,9.045138889,0,55,0.851963172,0.944444444,0.802149312,0.833979572,0.82208444
30041799,4.038194444,50,85,0.752367609,0.5,0.887826042,0.773111693,0.781139543
30041801,3.997916667,50,85,0.752367609,0.333333333,0.877848867,0.849235038,0.889241264
30041802,5,1400,85,0.955739109,0.833333333,0.900478152,0.920942276,0.785111565
30041803,4.622916667,1000,85,0.654991851,0.777777778,0.641822267,0.852230707,0.82747554
30041804,6,1400,85,0.870252723,0.962962963,0.888883671,0.77043315,0.828059668
30041805,3.995138889,1260,85,0.848200468,0.76,0.856222642,0.878740168,0.851100542
30041806,3.820138889,100,85,0.933028735,1,0.919686979,0.980111907,0.888436862
30041807,1.999305556,0,90,0.947351545,0.894736842,0.702574981,0.834752149,0.747543024
30041808,11.92986111,150,85,0.761451804,0.8,0.770612173,0.805566671,0.914453302
30041809,9.832638889,120,85,0.761554698,0.421052632,0.854607908,0.977484608,0.85634503
30041810,6.135416667,100,85,0.761622908,0.888888889,0.879723339,0.849603669,0.844839295
30041811,0.740972222,80,85,0.737454688,0.875,0.966320961,0.898817869,0.872214966
30041812,17.91458333,30,85,0.761859172,0.9375,0.756377318,0.913281499,0.871151897
30041813,1.002777778,150,85,0.737124638,0.869565217,0.902055649,0.825263497,0.846290585
30041814,0.678472222,40,85,0.761825658,0.904761905,0.86313417,0.753728561,0.833723215
30041815,6,1500,90,0.76458437,0.714285714,0.755504982,0.844320008,0.950550923
30041816,4.535416667,300,90,0.806206831,1,0.726784065,0.764056328,0.884386537
30041819,0.175,30,90,0.594935441,0.666666667,0.675029688,0.735954172,0.686198652
30041820,5,1000,90,0.92164433,0.25,0.699485861,0.809488939,0.880254994
30041821,5,800,90,0.772367399,0.545454545,0.940509062,0.914528131,0.795907333
30041823,5,1800,107,0.905352805,0.5,0.921929974,0.831845157,0.766824634
30041824,1.961805556,200,90,0.647442179,0.866666667,0.758435209,0.836332684,0.753255902
30041825,6.997916667,250,90,0.863517849,0.875,0.720408336,0.813995118,0.870159565
30041826,2,500,90,0.756931241,1,0.98201442,0.756574195,0.799328538
30041827,5.333333333,600,90,0.921299106,0.6,0.73044135,0.848849658,0.943094216
30041828,2,500,90,0.693938419,0.833333333,0.879544298,0.861900916,0.811976435
30041829,2,500,90,0.693938419,0.705882353,0.784068666,0.909781584,0.871769913
30041830,8.820138889,150,90,0.772154479,0.818181818,0.733108299,0.87205835,0.871868949
30041831,5.151388889,20,90,0.772562794,0.896551724,0.814439439,0.919543428,0.817330881
30041832,8.81875,100,90,0.772316694,0.777777778,0.831606988,0.829892268,0.865672162
30041834,5.154861111,20,90,0.772562794,0.727272727,0.73391848,0.798265923,0.866456476
30041835,0.795833333,20,90,0.772562794,0.923076923,0.931424515,0.700002665,0.884293544
30041836,5.627083333,300,90,0.842985376,0.909090909,0.683216285,0.88117632,0.854435147
30041838,0.233333333,60,90,0.598802997,0.970588235,0.707685558,0.934158828,0.909880323
30041839,4,1100,84,0.956666331,0.571428571,0.9020141,0.861634716,0.80313273
30041840,5,2100,65,0.918099872,0.923076923,0.796410843,0.944546199,0.824019299
30041841,2.003472222,465,58,0.920962994,0.769230769,0.931645656,0.872059174,0.818929015
30041842,5,1500,70,0.925638779,0.8,0.735621173,0.883158881,0.772605545
30041844,2,575,79,0.911975451,0.2,0.848693263,0.93310699,0.952695382
30041845,5.000694444,1800,64,0.932646266,0.9,0.691729406,0.75147614,0.940511221
30041846,5,800,83,0.87428764,0.444444444,0.724409654,0.814544173,0.796870028
30041861,3,1160,60,0.901356796,1,0.846103909,0.867189052,0.857603004
30041870,0.528472222,20,90,0.643219479,1,0.785442173,0.782904876,0.77295399
30041872,4,760,90,0.861159716,0.666666667,0.687353071,0.800916197,0.818936319
30041873,5,0,107,0.947199692,0.5,0.715040627,0.861381632,0.78082791
30041874,3.538194444,40,90,0.63863669,1,0.802110871,0.974104491,0.873151205
30041875,1.078472222,500,90,0.73470838,0.9,0.679670874,0.813639427,0.965189197
30041876,3.961805556,500,90,0.757031799,0.590909091,0.723407702,0.760778548,0.908985607
30041877,14.50347222,3750,90,0.826946622,0.4,0.928160993,0.885272431,0.839999412
30041878,5.915277778,1500,107,0.955113658,0.8,0.95347221,0.779711859,0.92465648
30041879,9.859027778,225,90,0.757927285,0.6,1.009318887,0.887514724,0.911789732
30041880,5.956944444,2100,107,0.841017262,0.875,0.834399177,0.935730758,0.894098929
30041881,0.250694444,20,90,0.643219479,0.75,0.723483374,0.870683227,0.81815013
30041883,6.5,250,107,0.804394605,0.888888889,0.918954728,0.753051311,0.827941357
30041885,4,1000,107,0.953157935,0.857142857,0.596297213,0.766354658,0.80485958
30041886,3.127083333,500,107,0.94344209,0.714285714,0.916166843,0.937738552,0.886128729
30041887,7.792361111,2500,115,0.903336294,0.538461538,1.040235118,0.780847198,0.951851646
30041888,4,600,115,0.85920869,0.5,0.828416292,0.912937065,0.902336876
30041893,6.582638889,0,115,0.957203458,0.8,0.779986961,0.793145641,0.930531553
30041894,14,5500,115,0.764990533,0.8,0.586731052,0.820111618,0.785752613
30041895,0.955555556,200,107,0.824072512,0.4,0.757528461,0.908553906,0.819375652
30041897,0.935416667,100,107,0.824365668,0.9375,0.968481646,0.883496822,0.770679713
30041899,5.998611111,1500,115,0.949853423,0.666666667,0.886247285,0.930309256,0.915655818
30041901,14,4500,115,0.888040007,1,0.926250413,0.823860114,0.952768777
30041902,3.35,100,107,0.824365668,0.5,0.973034395,0.886099355,0.876231856
30041903,9.955555556,500,107,0.822963009,0.888888889,0.880980535,0.798950956,0.73134499
30041904,0.873611111,50,107,0.824488344,0.5,0.780460427,0.610824513,0.827937754
30041906,0.936805556,500,107,0.853677468,0.666666667,0.884616736,0.831366099,0.699452936
30041907,5,600,107,0.938180946,0.6,0.811574141,0.897074985,0.894160324
30041908,3.302777778,50,107,0.824488344,0.9,0.894636495,0.857469115,0.911350638
30041909,8.802777778,350,107,0.823513828,0.8125,0.846831359,0.735397072,0.887706123
30041910,8.76875,300,107,0.823715866,0.571428571,0.801721291,0.817362978,0.853361087
30041911,2.276388889,400,115,0.640273536,0.333333333,0.730121832,0.783286233,0.744422931
30041912,6,1500,115,0.864526204,0.1875,0.874855892,0.758146727,0.846701739
30041913,2,420,115,0.878074481,1,0.760984075,0.906553987,0.973538755
30041914,5.963888889,200,115,0.854728279,0.608695652,0.776781392,0.657447355,0.806925839
30041915,4,0,115,0.85098957,0.666666667,0.91702394,0.846859128,0.755920432
30041916,2.831944444,0,115,0.960625135,0.7,0.869897524,0.855172208,0.824846904
30041917,3.944444444,300,77,0.816149739,0.875,0.74960144,0.934719155,0.95910651
30041918,5.663194444,200,115,0.899149582,0.916666667,1.005274771,0.908867546,0.84428268
30041919,5.655555556,300,115,0.899279993,0.8,0.715966759,0.861935033,0.938167004
30041920,3.890972222,200,115,0.854728279,1,0.834849168,0.833726959,0.908056767
30041922,3.619444444,200,115,0.854728279,0.75,0.923559181,0.896675156,0.755350953
30041924,8.003472222,2000,47,0.956264422,0.333333333,0.959165879,0.830291844,0.811766886
30041925,5.771527778,1000,115,0.895219361,0.666666667,0.863618559,0.903878708,0.914512276
30041926,1.733333333,60,115,0.83037416,1,0.788196139,0.819300702,0.903467146
30041927,1.739583333,80,115,0.830333451,0.75,0.875734433,0.803453002,0.924219344
30041928,1.739583333,200,115,0.830036735,1,0.824145437,0.789239041,0.853949548
30041929,9.690277778,1000,115,0.875844385,0.25,0.980969267,0.880502306,0.764267603
30041930,2.100694444,0,106,0.840071691,0.846153846,0.925534065,0.756113002,0.759263793
30041931,5,1500,106,0.8466442,0.958333333,0.882841207,0.795715182,0.722381978
30041932,1.959722222,30,93,0.673953279,0.8125,0.887468156,0.871590812,0.792257223
30041933,4.999305556,1400,93,0.930395424,1,0.854097436,0.899997545,0.892199598
30041934,2.208333333,0,93,0.93686145,0.75,0.937947336,0.777247683,0.808890874
30041936,1.592361111,40,93,0.650692113,0.666666667,0.922614422,0.844208978,0.90994195
30041937,2.5875,25,93,0.817977033,0.909090909,0.700335597,0.909857379,0.867488326
30041938,5,1200,84,0.925930922,0.857142857,0.990770806,0.821797371,0.780169825
30041960,3,500,88,0.770081026,0.739130435,0.822699373,0.747733641,0.808152394
30041961,2.833333333,600,84,0.907950462,0.972972973,0.850498618,0.790564381,0.864152947
30041964,4,900,84,0.855669541,0.875,0.79503108,0.817234659,0.889245812
30041979,4.454861111,1600,88,0.947943113,0.48,0.667736151,0.818387628,0.861066401
30041981,5,1400,88,0.965630235,0.555555556,0.801432861,0.997613388,0.841673939
30041983,9,0,62,0.858445894,0.8,0.862695676,0.834922817,0.83043558
30041984,1.7,60,88,0.709011439,1,0.802752438,0.831389287,0.771636803
30041985,17.83055556,300,88,0.708450269,0.5,0.588266201,0.970546418,0.880497469
30041986,1.670138889,80,88,0.80686084,1,0.880793483,0.817455297,0.809517135
30041987,25.72083333,175,88,0.708725506,0.894736842,0.972044201,0.930114904,0.812575078
30041988,18.03541667,550,88,0.805528177,0.818181818,1.069354427,0.945263246,0.701501461
30041989,5.880555556,100,88,0.708908458,0.954545455,0.99986232,0.705460975,0.873918058
30041990,18.00902778,450,88,0.708169606,0.666666667,0.866709921,0.792697922,0.907103707
30041991,14.64375,550,88,0.708012936,0.90625,0.818950152,0.883385593,0.820119051
30041992,1.905555556,300,84,0.888393017,1,0.732607889,0.906582306,0.862844577
30041993,8,2000,84,0.845887579,1,0.857205234,0.82952358,0.929064378
30041994,0.285416667,40,84,0.605534473,0.555555556,0.755392113,0.801055435,0.847483429
30041995,3,900,84,0.911726197,1,0.816404569,0.868604085,0.983057954
30041996,0.189583333,100,84,0.827758497,1,0.766210473,0.817005241,0.969212151
30041997,2.945833333,300,84,0.622716128,0.909090909,0.918821329,0.883818003,0.839675739
30041999,10,2500,84,0.879475783,0.947368421,0.808745145,0.966617034,0.862790726
30042000,5,1350,91,0.900087755,0.75,0.886796542,0.826153891,0.839309496
30042001,5.834722222,250,84,0.827590292,0.666666667,0.871542811,0.775444652,0.877639648
30042002,6.66875,200,91,0.852418522,0.933333333,0.986746791,0.85813356,0.753911226
30042003,4.003472222,400,91,0.908620873,0.666666667,0.970657879,0.896207386,0.818566672
30042004,3.020138889,150,91,0.798657241,0.9,0.755195047,0.747578599,0.928820235
30042005,1.328472222,300,91,0.855742702,0.9375,0.997047403,0.878294376,0.92019167
30042006,1.399305556,250,91,0.905111107,0.5,0.847972188,0.879064379,0.78133762
30042007,2.903472222,500,91,0.601479774,0.916666667,0.806374147,0.768757405,0.865923584
30042008,6.998611111,0,79,0.954609838,0.928571429,0.891294067,0.887268385,0.832054452
30042020,2.993055556,50,91,0.804748734,0.888888889,0.944229968,0.816374185,0.961301408
30042021,4.243055556,100,91,0.804714477,0.333333333,0.899691929,0.886532564,0.835499177
30042022,0.942361111,250,91,0.733853803,0.571428571,0.860356228,0.700929577,0.766028145
30042023,2.104166667,100,91,0.714979668,0.875,0.800119818,0.903022964,0.800147687
30042025,2.077777778,200,91,0.714772574,0.933333333,0.895045211,0.823499978,0.913003966
30042028,2.078472222,150,91,0.714873975,0.5,0.907040331,0.915667852,0.896096248
30042029,5,0,91,0.755163799,0.470588235,0.71648497,0.822203729,0.927111456
30042030,5,1400,66,0.840167035,0.956521739,0.715969026,0.831605998,0.732810212
30042031,1.926388889,200,79,0.819977265,1,0.643461458,0.777913347,0.795444313
30042033,6.386805556,300,79,0.857098546,0.8,0.817426588,0.883780338,0.880153319
30042034,6.416666667,1500,79,0.944045839,0.857142857,0.815018129,0.974292253,0.852840882
30042035,4.003472222,1160,79,0.940712714,0.4,0.769670695,0.913632737,0.706761218
30042036,2.781944444,150,74,0.905808963,0.857142857,0.820356939,0.834741398,0.86722888
30042037,4.301388889,300,79,0.811937642,1,0.799999035,0.68780481,0.858718832
30042039,8.970138889,1200,74,0.941864319,0.666666667,0.849954939,0.876524094,0.958398784
30042040,5,1200,66,0.764793732,0.714285714,0.678408587,0.800528549,0.89806624
30042041,5,1200,63,0.848602188,0.714285714,0.946675925,0.781155158,0.795276117
30042042,14.81805556,3750,83,0.942747228,1,0.752810844,0.863157447,0.845605265
30042043,3.003472222,300,79,0.892190119,0.857142857,0.796196926,0.83960033,0.925446552
30042044,22.76458333,200,79,0.897596455,0.333333333,0.85761674,0.929168263,0.863985618
30042045,1.915972222,150,79,0.801188178,1,0.854970192,0.767593787,0.883673044
30042046,2.940277778,50,79,0.801216658,0.882352941,0.930226626,0.732538707,0.70798361
30042047,4.666666667,2400,62,0.839653922,0.5,0.790993272,0.741514615,0.802282863
30042048,5,1100,67,0.924812994,0.75,0.874649636,0.827440946,0.777851475
30042049,5,1650,67,0.924812994,0.785714286,0.904441237,0.828191425,0.774275301
30042051,5,2100,74,0.960018446,0.25,0.641278757,1.005461539,0.894351982
30042052,2.889583333,100,74,0.897473406,1,0.893625273,0.77312381,0.882025645
30042054,10.74236111,50,74,0.642560525,0.5,0.821463069,0.87621487,0.887765761
30042056,10.72291667,75,74,0.638128281,0.666666667,0.84081082,0.827473841,0.872237027
30042057,5,800,59,0.84733361,0.925925926,0.98285455,0.930326179,0.897656952
30042058,6,1000,54,0.820847709,0.9,0.775264916,0.891032597,0.837275219
30042059,6,1500,55,0.961279203,0.875,0.743599042,0.892313163,0.809636629
30042060,1.939583333,50,61,0.636592278,0.87037037,0.913233248,0.878283225,0.829852012
30042063,0.244444444,60,61,0.782616402,1,0.561751863,0.835224444,0.931977796
30042065,0.190972222,150,61,0.782540173,0.727272727,0.673895513,0.833340388,0.900632529
30042067,9.686805556,400,61,0.730222924,0.75,0.924030724,0.759559919,0.890381051
30042071,2,1500,59,0.896562894,0.888888889,0.834804046,0.797811491,0.839761863
30042072,3,450,62,0.817534519,0.833333333,0.869877826,0.811533325,0.871753286
30042073,3,300,62,0.81716698,0.727272727,0.691634787,0.877811217,0.94362544
30042074,0.744444444,100,59,0.799235543,1,0.857223405,0.808652709,0.979790357
30042078,0.747222222,40,59,0.799308923,0.75,0.847059815,0.876645836,0.911602136
30042079,0.732638889,75,59,0.799267461,0.75,0.772953142,0.929214871,0.833151715
30042080,8,0,42,0.788702408,0.416666667,0.824998646,0.957418059,0.830876116
30042081,7,2100,79,0.940067702,0.823529412,0.858225296,0.742212923,0.941530889
30042082,6.948611111,250,100,0.759369429,1,0.853274003,0.856134972,0.872556622
30042084,9,1400,76,0.909549391,0.666666667,0.657534292,0.864863898,0.898017294
30042086,6,1600,85,0.919988219,0.9,0.746844714,0.924359314,0.870739612
30042088,7.147916667,300,54,0.901066422,0.75,0.866424979,0.758090757,0.92539872
30042089,1.759722222,300,54,0.858361838,0.913043478,0.861078102,0.727538534,0.887847932
30042090,7.135416667,300,54,0.858361838,0.774193548,0.795934699,0.910070399,0.845587791
30042091,2.75625,200,54,0.83985742,0.8,0.867743177,0.802046502,0.848649782
30042097,1.458333333,500,54,0.761296928,0.966666667,0.799010147,0.869464948,0.924580713
30042100,5.003472222,2400,54,0.965260723,0.666666667,0.882793998,0.832204083,0.774036363
30042105,8,1800,57,0.806883146,0.625,0.81261898,0.792951692,0.887390583
30042106,0.146527778,125,54,0.839929415,0.5,0.686827596,0.693484719,0.846802551
30042107,7,2320,93,0.83247297,0.833333333,0.773498291,0.738139944,0.847063593
30042108,6,0,85,0.906271763,0.866666667,0.817502279,0.856009281,0.815069295
30042109,5.010416667,150,56,0.844312878,0.333333333,0.882232036,0.810378646,0.878758721
30042111,5,0,56,0.8540217,0.8,0.831424802,1.03694587,0.887242105
30042113,5.999305556,2900,62,0.677747465,1,0.80011281,0.927489068,0.859127634
30042114,6,2400,67,0.975110952,0.789473684,1.072275089,0.634384289,0.754402097
30042115,2.999305556,600,62,0.783665645,0.5,0.802513971,0.752499778,0.779253222
30042116,5,1000,62,0.956112251,0.9,0.88275195,1.009399888,0.743549256
30042117,13.975,100,62,0.867485822,0.75,0.824682964,0.928666813,0.922959532
30042118,5,1400,66,0.768129912,0.75,0.855215503,0.964536059,0.811441541
30042119,5,1600,59,0.924535312,0.5,0.674795815,0.860909432,0.89967613
30042121,2,500,62,0.715931643,0.428571429,1.009023316,0.819592069,0.807088465
